stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
42.959932,0,181,-81.253319,,,,,Base Line & Cathcart St EB - #181,0,1280,
42.959601,0,184,-81.25735,,,,,Base Line & Dundee Place EB - #184,0,1283,
42.962147,0,189,-81.226993,,,,,Base Line & Fairview Ave FS 1 WB - #189,0,1289,
42.962145,0,188,-81.225577,,,,,Base Line & Fairview Ave FS EB - #188,0,1288,
42.945118,0,579,-81.244214,,,,,Dundalk & Hines Cres NB - #579,0,1579,
42.990129,0,576,-81.226942,,,,,Dundas & Hewitt St EB - #576,0,1578,
42.938413,0,170,-81.204312,,,,,Ashbury & Surrey Cres - N Leg NB - #170,0,689,
42.937358,0,169,-81.202382,,,,,Ashbury & Millbank WB - #169,0,688,
42.942113,0,1174,-81.202548,,,,,Millbank & Ashbury Ave SB - #1174,0,685,
42.94404,0,1181,-81.20437,,,,,Millbank & Dudley Cres (N Leg) NB - #1181,0,684,
43.007235,0,569,-81.166554,,,,,Dundas & Forest Lawn Ave EB - #569,0,1571,
42.941025,0,1176,-81.201199,,,,,Millbank & Bexhill Drive (N Leg) SB - #1176,0,686,
42.952091,0,1186,-81.20796,,,,,Millbank & Parliament Cr E Leg EB - #1186,0,681,
42.949798,0,1193,-81.210517,,,,,Millbank & Shaftsbury Ave W NB - #1193,0,680,
42.944955,0,1189,-81.211803,,,,,Millbank & Southdale Road NS 2 SB - #1189,0,683,
42.950104,0,1192,-81.205462,,,,,Millbank & Shaftsbury Ave E SB - #1192,0,682,
42.932497,0,652,-81.186907,,,,,Enterprise & Midpark Road EB - #652,0,623,
42.931561,0,653,-81.189731,,,,,Enterprise & Pond Mills Rd EB - #653,0,622,
42.994256,0,131,-81.312906,,,,,Aldersbrook & Lawson SB - #131,0,1240,
42.932011,0,1413,-81.191569,,,,,Pond Mills & Enterprise Dr SB - #1413,0,621,
42.937239,0,2262,-81.191571,,,,,Pond Mills & Bradley Ave FS 2 SB - #2262,0,620,
43.001538,0,114,-81.314869,,,,,Aldersbrook & Ardsley NB - #114,0,1223,
43.008857,0,134,-81.320511,,,,,Aldersbrook & Rexway Rd NB - #134,0,1243,
43.016074,0,112,-81.31129,,,,,Aldersbrook & Acorn Cres FS EB - #112,0,1220,
42.934325,0,296,-81.240431,,,,,Bradley & Jalna Blvd W EB - #296,0,1370,
42.9342,0,2206,-81.232633,,,,,Bradley & White Oaks P.S. EB - #2206,0,1373,
42.934247,0,2326,-81.224411,,,,,Bradley & Wellington Rd NS EB - #2326,0,1372,
43.019388,0,301,-81.227379,,,,,Briarhill & Melsandra Ave FS SB - #301,0,1375,
43.017058,0,300,-81.226215,,,,,Briarhill & Huron SB - #300,0,1374,
42.972448,0,304,-81.253366,,,,,Bruce & Wortley EB - #304,0,1377,
42.972934,0,303,-81.251357,,,,,Bruce & Marley Place EB - #303,0,1376,
42.990779,0,306,-81.194754,,,,,Brydges & Hale St WB - #306,0,1379,
42.990508,0,305,-81.195478,,,,,Brydges & Hale St EB - #305,0,1378,
42.93861,0,2623,-81.306893,,,,,Cranbrook & Roberston Place EB - #2623,0,3834,
42.940907,0,2621,-81.303501,,,,,Cranbrook & Barclay NB - #2621,0,3835,
42.944139,0,2625,-81.302879,,,,,Cranbrook & Viscount NB - #2625,0,3836,
42.944816,0,2633,-81.298567,,,,,Viscount & Dunsmoor EB - #2633,0,3837,
42.932583,0,2618,-81.316308,,,,,Colonel Talbot & Raleigh NB - #2618,0,3830,
42.936291,0,2619,-81.317145,,,,,Colonel Talbot & Southdale NB - #2619,0,3831,
42.936735,0,2629,-81.311914,,,,,Southdale & Pomeroy EB - #2629,0,3832,
42.937358,0,2631,-81.30857,,,,,Tillman & Southdale NB - #2631,0,3833,
42.997744,0,287,-81.153783,,,,,Bonaventure & Trafalgar SB - #287,0,378,
43.012632,0,998,-81.240522,,,,,Huron & Adelaide St NS 1WB - #998,0,370,
43.021158,0,2259,-81.299333,,,,,Pinnacle Parkway & Fanshawe Park Rd NB - #2259,0,373,
43.008817,0,135,-81.320612,,,,,Aldersbrook & Rexway Rd SB - #135,0,1244,
42.969382,0,1783,-81.21484,,,,,Thompson & Gladstone Ave EB - #1783,0,2309,
42.995911,0,138,-81.314341,,,,,Aldersbrook & Springett Crt SB - #138,0,1247,
43.044314,0,1773,-81.25747,,,,,Thistlewood  & Blackwater EB - #1773,0,2301,
42.981194,0,1763,-81.250809,,,,,Talbot & York St. NB - #1763,0,2300,
42.969255,0,1779,-81.216183,,,,,Thompson & Chesterfield Ave EB - #1779,0,2305,
42.968937,0,1781,-81.219792,,,,,Thompson & Emerson Ave EB - #1781,0,2307,
42.969298,0,1780,-81.21699,,,,,Thompson & Chesterfield Ave WB - #1780,0,2306,
42.960233,0,2537,-81.334417,,,,,Commissioners & Halls Mills SB - #2537,0,3748,
42.961279,0,2539,-81.33756,,,,,Commissioners at Stephen SB - #2539,0,3747,
42.963298,0,2535,-81.344232,,,,,Commissioners & Grandview EB - #2535,0,3744,
42.962395,0,2538,-81.341114,,,,,Commissioners & Reynolds SB - #2538,0,3745,
42.965489,0,2533,-81.351525,,,,,Commissioners & Chestnut SB - #2533,0,3742,
42.963767,0,2534,-81.347056,,,,,Commissioners & Chestnut Hill 2 SB - #2534,0,3743,
42.969093,0,2547,-81.361089,,,,,Riverbend & Shore SB - #2547,0,3740,
42.969417,0,2548,-81.355801,,,,,Shore & Kains EB - #2548,0,3741,
43.011058,0,2224,-81.20068,,,,,Fanshawe College Stop 3 - #2224,0,245,
43.008655,0,1770,-81.188486,,,,,Third & Culver  SB - #1770,0,246,
42.995586,0,1333,-81.252763,,,,,Oxford & Richmond St EB - #1333,0,241,
43.008538,0,1309,-81.208231,,,,,Oxford & Highbury Ave FS EB - #1309,0,243,
43.009832,0,2313,-81.184816,,,,,Culver & Culver Court WB - #2313,0,249,
43.011,0,2331,-81.200713,,,,,Fanshawe College Stop 1 - #2331,0,248,
42.973233,0,1735,-81.273206,,,,,Springbank & Greenside Ave EB - #1735,0,2275,
42.954791,0,1734,-81.315584,,,,,Springbank & Commissioners Rd W WB - #1734,0,2274,
42.971006,0,1737,-81.277714,,,,,Springbank & Greenwood Ave EB - #1737,0,2277,
42.97379,0,1736,-81.272368,,,,,Springbank & Greenside Ave WB - #1736,0,2276,
42.97028,0,1731,-81.279181,,,,,Springbank & Chessington Ave EB - #1731,0,2271,
42.964413,0,1730,-81.291526,,,,,Springbank & Berkshire Dr WB - #1730,0,2270,
42.954695,0,1733,-81.3155,,,,,Springbank & Commissioners Rd W EB - #1733,0,2273,
42.971031,0,1732,-81.27803,,,,,Springbank & Chelsea Ave WB - #1732,0,2272,
42.959062,0,1739,-81.302965,,,,,Springbank & Hillcrest Dr WB - #1739,0,2279,
42.958905,0,1738,-81.303107,,,,,Springbank & Hillcrest Dr EB - #1738,0,2278,
42.965611,0,2007,-81.225135,,,,,Westminster & Whetter Ave NB - #2007,0,2459,
42.967501,0,2292,-81.224994,,,,,Westminster & Thompson Rd NB - #2292,0,2458,
42.996341,0,2002,-81.274171,,,,,Western & Platts Lane SB - #2002,0,2455,
42.996613,0,2001,-81.274624,,,,,Western & Platts Lane NB - #2001,0,2454,
42.999141,0,2004,-81.276379,,,,,Western & Sarnia Rd FS 2 SB - #2004,0,2457,
43.001194,0,2003,-81.276529,,,,,Western & Sarnia Rd FS 1 SB - #2003,0,2456,
43.002615,0,2291,-81.276459,,,,,Western & Phillip Aziz FS NB - #2291,0,2451,
42.995916,0,1993,-81.269341,,,,,Western & Hollywood Crt SB - #1993,0,2450,
43.000406,0,2290,-81.276131,,,,,Western & Phillip Aziz NS NB - #2290,0,2452,
43.038522,0,1807,-81.244558,,,,,Trossacks & Fanshawe Park Rd NB - #1807,0,179,
42.959796,0,2015,-81.261022,,,,,Wharncliffe & Base Line Rd NB - #2015,0,176,
42.948526,0,1880,-81.27111,,,,,Viscount & Notre Dame WB - #1880,0,174,
42.939725,0,1669,-81.273089,,,,,Southdale & Andover Dr.  WB - #1669,0,173,
42.946412,0,2017,-81.25812,,,,,Wharncliffe & Belmont Dr SB - #2017,0,171,
42.956949,0,2312,-81.260082,,,,,COMMISSIONERS & WHARNCLIF - #2312,0,170,
43.015335,0,1277,-81.185152,,,,,Oxford & Clarke Rd FS WB - #1277,0,2051,
43.015147,0,1276,-81.185342,,,,,Oxford & Clarke Rd NS EB - #1276,0,2050,
43.006137,0,1278,-81.216628,,,,,Oxford & Clemens St EB - #1278,0,2052,
43.019425,0,1301,-81.170703,,,,,Oxford & GM Main Gate (Signals) WB - #1301,0,2057,
43.019868,0,1302,-81.16872,,,,,Oxford & GM Main Gate FS (Signals) - #1302,0,2056,
43.021161,0,1313,-81.164167,,,,,Oxford & Industrial Rd FS EB - #1313,0,2059,
43.01888,0,1300,-81.172206,,,,,Oxford & GM Main Gate NS (Signals) - #1300,0,2058,
42.961323,0,475,-81.201406,,,,,Commissioners & Pondmills NS EB - #475,0,1500,
42.929847,0,1935,-81.219712,,,,,Wellington & Dearness Dr NB - #1935,0,653,
42.963056,0,2453,-81.188761,,,,,Commissioners & Highbury EB - #2453,0,3525,
43.025452,0,1144,-81.281354,,,,,Masonville Terminal Stop #5 - #1144,0,150_merged_921653,
42.999916,0,1121,-81.308442,,,,,Limberlost & Ardsley Rd FS SB - #1121,0,1977,
42.999973,0,1120,-81.308371,,,,,Limberlost & Ardsley Rd NS 1 NB - #1120,0,1976,
43.002366,0,1119,-81.309254,,,,,Limberlost & Ardsley Rd NS SB - #1119,0,1975,
42.95324,0,1886,-81.268281,,,,,Viscount & Tavistock Rd 1 SB - #1886,0,2405,
43.001686,0,1118,-81.309274,,,,,Limberlost & Ardsley Rd NS 3 NB - #1118,0,1974,
42.956574,0,2478,-81.170588,,,,,Lighthouse & White Sands Dr. NB - #2478,0,1973,
42.960028,0,2477,-81.171739,,,,,Lighthouse & Reardon Blvd NB - #2477,0,1972,
43.003609,0,1117,-81.292931,,,,,Lawson & Wychwood  Park Ave WB - #1117,0,1971,
43.003581,0,1116,-81.292807,,,,,Lawson & Wychwood  EB - #1116,0,1970,
43.00137,0,1112,-81.29941,,,,,Lawson & Lonsdale WB - #1112,0,1968,
43.002563,0,1113,-81.29633,,,,,Lawson & Longbow Rd EB - #1113,0,1969,
42.946669,0,626,-81.234692,,,,,Eden & Easy St EB - #626,0,1618,
42.946758,0,627,-81.234301,,,,,Eden & Easy St WB - #627,0,1619,
42.988001,0,623,-81.234357,,,,,Dundas & William St EB - #623,0,1616,
42.988167,0,624,-81.234044,,,,,Dundas & William St. WB - #624,0,1617,
42.985046,0,620,-81.245045,,,,,Dundas & Wellington St. WB - #620,0,1614,
43.001279,0,1111,-81.299444,,,,,Lawson & Lonsdale Dr EB - #1111,0,1967,
43.007611,0,1104,-81.269936,,,,,UWO-Lambton Dr & Middlesex/Uni Dr NB - #1104,0,1960,
42.964875,0,1105,-81.262683,,,,,Langarth & Holborn Ave WB - #1105,0,1961,
42.98556,0,616,-81.242727,,,,,Dundas & Waterloo St NS EB - #616,0,1610,
43.006422,0,617,-81.169406,,,,,Dundas & Wavell St FS EB - #617,0,1611,
42.980241,0,,-81.252791,,,,,Ridout & York - #,0,2873,
42.981498,0,,-81.248476,,,,,Richmond & York - #,0,2872,
42.982406,0,2344,-81.243932,,,,,Wellington & York - #2344,0,2879,
42.97858,0,850,-81.200065,,,,,Hamilton & East St - Ealing P.S. WB - #850,0,1768,
42.980238,0,851,-81.21243,,,,,Hamilton & Egerton St EB - #851,0,1769,
42.992916,0,838,-81.196312,,,,,Hale & Montague Place SB - #838,0,1760,
42.988161,0,839,-81.194023,,,,,Hale & Stevenson Ave. NB - #839,0,1761,
42.974851,0,848,-81.174527,,,,,Hamilton & Braesyde Ave NS EB - #848,0,1766,
42.986756,0,842,-81.193479,,,,,Hale & Trafalgar St. SB - #842,0,1764,
42.974058,0,847,-81.171792,,,,,Hamilton & Braesyde Ave FS EB - #847,0,1765,
42.968432,0,1974,-81.234085,,,,,Wellington & Wellington Cres SB - #1974,0,1142,
42.970156,0,1930,-81.236499,,,,,Wellington & Colgrove Pl SB - #1930,0,1140,
43.036537,0,688,-81.24922,,,,,Fanshawe & Freemont Ave FS EB - #688,0,1146,
43.037458,0,692,-81.246181,,,,,Fanshawe & Glengarry Ave EB - #692,0,1147,
42.939015,0,1255,-81.21095,,,,,Osgoode & Kinburn Cres E Leg WB - #1255,0,1144,
43.03602,0,690,-81.250953,,,,,Fanshawe & Freemont Ave NS EB - #690,0,1145,
43.007986,0,1284,-81.274751,,,,,UWO-Oxford Dr & Elgin Drive SB - #1284,0,1149,
42.938117,0,1256,-81.212643,,,,,Osgoode & Kinburn Cres W Leg WB - #1256,0,692,
42.937771,0,1253,-81.214978,,,,,Osgoode & Fitzroy Place WB - #1253,0,693,
43.000215,0,545,-81.191631,,,,,Dundas & Burdick Place EB - #545,0,1544,
43.000275,0,546,-81.192075,,,,,Dundas & Burdick St WB - #546,0,1545,
43.003464,0,543,-81.180178,,,,,Dundas & Beatrice St EB - #543,0,1542,
43.003435,0,544,-81.180831,,,,,Dundas & Beatrice St WB - #544,0,1543,
42.995119,0,541,-81.210088,,,,,Dundas & Ashland Ave FS WB - #541,0,1540,
42.93894,0,2070,-81.218681,,,,,Willow & Osgoode  Dr. WB - #2070,0,695,
42.93475,0,294,-81.221688,,,,,Bradley & Dearness Dr WB - #294,0,699,
43.008743,0,547,-81.161078,,,,,Dundas & Carlyle St EB - #547,0,1548,
42.984245,0,548,-81.247868,,,,,Dundas & Clarence St EB - #548,0,1549,
43.007963,0,1821,-81.265357,,,,,UWO-University Dr & Sunset Dr WB - #1821,0,763,
43.003609,0,1514,-81.257279,,,,,Richmond & Victoria St NB - #1514,0,760,
42.976569,0,867,-81.186135,,,,,Hamilton & Meadowlilly Rd FS EB - #867,0,1783,
42.97729,0,868,-81.191664,,,,,Hamilton & Norlan Ave EB - #868,0,1784,
43.018073,0,1516,-81.274989,,,,,Richmond & Westchester Dr. NB - #1516,0,765,
42.974211,0,323,-81.245171,,,,,Carfrae & Carfrae St NB - #323,0,1388,
42.974234,0,324,-81.245255,,,,,Carfrae & Carfrae St SB - #324,0,1389,
42.953422,0,317,-81.327798,,,,,Byron Baseline & Colville Blvd WB - #317,0,1384,
42.987537,0,321,-81.299896,,,,,Capulet Lane & Blacksmith SB - #321,0,1386,
42.985177,0,322,-81.298375,,,,,Capulet Lane & Capulet Walk SB - #322,0,1387,
42.989796,0,307,-81.197944,,,,,Brydges & Highbury Ave 2  EB - #307,0,1380,
42.963624,0,312,-81.203471,,,,,Burlington & Cairn St EB - #312,0,1382,
42.963336,0,313,-81.201285,,,,,Burlington & Pond Mills Rd  EB - #313,0,1383,
42.928555,0,2628,-81.308121,,,,,Settlement Trail & Settlement Place WB - #2628,0,3827,
42.929645,0,2627,-81.305672,,,,,Settlement Trail & Pioneer Parkway SB - #2627,0,3826,
42.933011,0,2630,-81.307843,,,,,Tillman & Settlement Trail SB - #2630,0,3825,
42.936809,0,2632,-81.308815,,,,,Tillman & Southdale FS SB - #2632,0,3824,
42.938708,0,2624,-81.307824,,,,,Cranbrook & Schraeder WB - #2624,0,3823,
42.938746,0,2622,-81.305251,,,,,Cranbrook & Birchmount WB - #2622,0,3822,
42.940934,0,2620,-81.303746,,,,,Cranbrook & Barclay SB - #2620,0,3821,
42.954056,0,2616,-81.226738,,,,,Parkwood Hospital & Mental Health Building - #2616,0,3820,
42.928515,0,2617,-81.315311,,,,,Colonel Talbot & 3278 Colonel Talbot NB - #2617,0,3829,
42.926609,0,2626,-81.311243,,,,,Pack & Settlement Trail WB - #2626,0,3828,
42.982536,0,1086,-81.248652,,,,,King & Richmond EB - #1086,0,655_merged_921645,
43.01838,0,526,-81.266234,,,,,Doon & Windemere Rd NB - #526,0,369,
43.006319,0,142,-81.275351,,,,,UWO-Lambton Dr & Oxford Dr WB - #142,0,367,
43.009924,0,267,-81.306375,,,,,Blackacres & Wonderland WB - #267,0,362,
43.000438,0,2249,-81.302044,,,,,Lawson & Blue Forest Rd WB - #2249,0,360,
43.007368,0,2107,-81.304338,,,,,Wonderland & Gainsborough Rd NB - #2107,0,361,
42.998523,0,1899,-81.173288,,,,,Wavell & Clarke Rd WB - #1899,0,386,
43.022923,0,2549,-81.260715,,,,,Doon & Muskoka Cres FS NB - #2549,0,3750,
42.963376,0,2551,-81.293335,,,,,SPRINGBANK AT WONDERLAND - #2551,0,3753,
42.961399,0,459,-81.337636,,,,,Commissioners & Halls Mills Rd FS WB - #459,0,258,
42.96313,0,1582,-81.318102,,,,,Riverside & Hartson Rd E Leg WB - #1582,0,2194,
42.963005,0,1584,-81.32587,,,,,Riverside & Hartson Rd W Leg WB - #1584,0,2195,
42.983125,0,1587,-81.26699,,,,,Riverside & Mt. Pleasant  WB - #1587,0,2196,
42.98263,0,1588,-81.271756,,,,,Riverside & Murdock St EB - #1588,0,2197,
42.995433,0,1334,-81.253762,,,,,Oxford & Richmond St WB - #1334,0,253,
43.011165,0,2226,-81.199804,,,,,Fanshawe College Stop 5 - #2226,0,251,
42.984031,0,1364,-81.292317,,,,,Oxford & Wonderland Rd WB - #1364,0,257,
42.985491,0,1328,-81.287381,,,,,Oxford & Proudfoot Lane WB - #1328,0,255,
42.978628,0,1590,-81.283336,,,,,Riverside & Old Riverside Dr WB - #1590,0,2200,
42.963806,0,1593,-81.329802,,,,,Riverside & Sanatorium Rd WB - #1593,0,2202,
42.982691,0,1602,-81.25983,,,,,Riverside & Wilson Ave EB - #1602,0,2209,
42.99757,0,1913,-81.176573,,,,,Wavell & Merlin Cr WB - #1913,0,2428,
42.996819,0,1914,-81.178916,,,,,Wavell & Merlin Cr NS EB - #1914,0,2429,
43.002382,0,1905,-81.167767,,,,,Wavell & Dundas St FS 3 SB - #1905,0,2420,
